literature_id,reaction_id,reaction_equation,reaction_type_reversible,notes
PMID32158501,reaction_2,"Phosphoric acid-swollen cellulose + O2 + Cellobiose -> C4-oxidized cellulose + Cellobiono-1,5-lactone + H2O",No,"LPMO activity was initiated by its native electron donor, NcCDHIIA, with cellobiose as its substrate. The reaction is proposed to proceed via H2O2 generated by the weak oxidase activity of CDH. Activity was strictly dependent on the presence of cellobiose."
PMID32158501,reaction_3,"Phosphoric acid-swollen cellulose + O2 + Lactose + Glucose -> C4-oxidized cellulose + Lactobiono-1,5-lactone + D-glucono-1,5-lactone + H2O",No,"LPMO was reduced by a low concentration of NcCDHIIA (0.5 µM) with 10 mM lactose as substrate. The rate was significantly enhanced by adding glucose oxidase (GOX) and 10 mM glucose to generate H2O2 in situ. This demonstrates that H2O2 concentration was the rate-limiting factor, not the reductive activation of LPMO."
PMID32158501,reaction_4,Phosphoric acid-swollen cellulose + H2O2 + 2 Ascorbate -> C4-oxidized cellulose + 2 Dehydroascorbate + 2 H2O,No,"Direct titration of H2O2 into a reaction mixture containing PASC, 3 µM LPMO, and 2 mM ascorbate caused an immediate and rapid decrease in turbidity. Electrochemical measurements confirmed rapid consumption of H2O2 by the LPMO system. The reaction stops after ~360-400 µM of H2O2 is consumed."
PMID32158501,reaction_5,"Phosphoric acid-swollen cellulose + H2O2 + Lactose -> C4-oxidized cellulose + Lactobiono-1,5-lactone + H2O",No,MALDI-MS analysis of reaction products confirmed that NcLPMO9C performs C4 oxidation on the cellulose substrate. The addition of H2O2 significantly boosted the formation of oxidized products compared to the reaction without external H2O2.
PMID32159929,reaction_1_cyt_bo3,2 Ubiquinol-1 (reduced) + O2 -> 2 Ubiquinone-1 (oxidized) + 2 H2O,No,"The biological reaction involves ubiquinol-8: 2 UQ8H2 + 8 H+[cytoplasm] + O2 -> 2 UQ8 + 8 H+[periplasm] + 2 H2O. The in vitro assay used ubiquinone-1 as the substrate, which was kept in a reduced state by 5 mM DTT. Inhibition was tested against a series of 12 synthesized hydroxynaphthoquinone (HNQ) derivatives. Docking studies were performed on PDB 1FFT to propose binding modes for inhibitors."
PMID32159929,reaction_2_cyt_bdI,2 Ubiquinol-1 (reduced) + O2 -> 2 Ubiquinone-1 (oxidized) + 2 H2O,No,This enzyme was used to test the selectivity of the synthesized HNQ inhibitors in comparison to cytochrome bo3 oxidase. Docking studies for this enzyme were performed using a homologous structure from Geobacillus thermodenitrificans (PDB: 5DOQ).
PMID32160528,reaction_1,acetyl-CoA + 7 malonyl-CoA + 14 NADPH + 14 H+ -> palmitate + 7 CO2 + 14 NADP+ + 8 CoA + 6 H2O,No,The study characterizes the effect of a newly discovered regulatory γ-subunit (Tma17p) on the overall fatty acid synthesis reaction. The baseline enzyme (Δγ-FAS) is purified from a Δtma17 strain. The γ-subunit induces kinetic hysteresis and modulates the enzyme's response to NADPH concentration. The Km value reported is the apparent Michaelis constant (K0.5 app).
PMID32160528,reaction_2,NADPH + H+ + O2 -> NADP+ + H2O2,No,This is a futile side reaction catalyzed by the enoylreductase (ER) domain of FAS. The regulatory γ-subunit suppresses this off-pathway reaction by occluding the ER active site.
PMID32162142,reaction_1,Hypoxanthine + 2 NAD+ + 2 H2O -> Uric acid + 2 NADH + 2 H+,Not specified,"Enzyme activity was measured semi-quantitatively via in-gel staining and densitometry. Wild-type relative intensity values were: 23 (seedling), 78 (full heading), 87 (maturation). The study focused on the in vivo physiological effects of altered XDH expression on leaf senescence and yield."
PMID32168758,reaction_1,Phosphoenolpyruvate + ADP -> Pyruvate + ATP,Not specified,"Allosteric regulation tested: Fructose-1,6-bisphosphate (1 mM) increased activity to 122%. ATP (2 mM) reduced activity to 7%. Glutamate (0.2 mM) reduced activity to 85%. Aspartate (0.2 mM) reduced activity to 69%. Citrate (4 mM) reduced activity to 17%. Activity is increased in equimolar mixtures with cPK2 (by ~70% compared to cPK2 alone) and cPK4 (by 75% compared to cPK4 alone)."
PMID32168758,reaction_2,Phosphoenolpyruvate + ADP -> Pyruvate + ATP,Not specified,Allosteric regulation tested: ATP (2 mM) reduced activity to 76%. Citrate (4 mM) reduced activity to 26%. Activity is increased in equimolar mixtures with cPK1 (by ~70% compared to cPK2 alone) and cPK3 (by ~20% compared to cPK2 alone).
PMID32168758,reaction_3,Phosphoenolpyruvate + ADP -> Pyruvate + ATP,Not specified,Allosteric regulation tested: ATP (2 mM) reduced activity to 27%. Citrate (4 mM) reduced activity to 7%. Activity is increased in equimolar mixtures with cPK2 (by ~20% compared to cPK2 alone) and cPK4 (by ~20% compared to cPK4 alone).
PMID32168758,reaction_4,Phosphoenolpyruvate + ADP -> Pyruvate + ATP,Not specified,"Allosteric regulation tested: ATP (2 mM) reduced activity to 84%. Citrate (4 mM) reduced activity to 3%. Activity is increased in equimolar mixtures with cPK1 (by 75% compared to cPK4 alone), cPK3 (by ~20% compared to cPK4 alone), and cPK5 (by 180% compared to cPK4 alone)."
PMID32168758,reaction_5,Phosphoenolpyruvate + ADP -> Pyruvate + ATP,Not specified,Allosteric regulation tested: ATP (2 mM) had little effect (activity at 95%). Citrate (4 mM) reduced activity to 2%. Activity is increased in an equimolar mixture with cPK4 (by 180% compared to cPK4 alone).
PMID32169960,reaction_1,"UDP-glucose + (β-1,4-glucan)n -> UDP + (β-1,4-glucan)n+1",Not specified,"Saturable UDP-forming activity was observed. The product was confirmed to be β-1,4-glucan by selective degradation with a β-1,4–specific glucanase. The temperature for the kinetic assay was not specified; a related radiolabeling assay was performed at 37°C."
PMID32169960,reaction_2,GDP-mannose -> No Reaction,Not specified,"No saturable GDP-forming activity was observed, indicating CSLD3 does not utilize GDP-mannose as a substrate under these conditions."
PMID32169960,reaction_3,"UDP-glucose + (β-1,4-glucan)n -> UDP + (β-1,4-glucan)n+1",Not specified,"This reaction was performed as a positive control for UDP-glucose dependent β-1,4-glucan synthase activity. The product was confirmed to be β-1,4-glucan."
PMID32169960,reaction_4,GDP-mannose -> No Reaction,Not specified,"No saturable GDP-forming activity was observed, indicating CESA6 does not utilize GDP-mannose as a substrate under these conditions."
PMID32169960,reaction_5,"GDP-mannose + (β-1,4-mannan)n -> GDP + (β-1,4-mannan)n+1",Not specified,"This reaction was performed as a positive control for GDP-mannose dependent β-1,4-mannan synthase activity."
PMID32169960,reaction_6,UDP-glucose -> No Reaction,Not specified,"No saturable UDP-forming activity was observed, indicating CSLA9 does not utilize UDP-glucose as a substrate under these conditions. This was used as a negative control."
PMID32170014,reaction_1,"Squalene + NADPH + H+ + O2 -> (S)-2,3-Oxidosqualene + NADP+ + H2O",No,"The primary finding of this study is a feedforward regulatory mechanism where the substrate, squalene, allosterically stabilizes the enzyme. Squalene was shown to bind directly to the non-catalytic N-terminal regulatory domain (SM-N100) using a photoaffinity probe (SqBPY-153). This binding reduces the interaction between SM and the E3 ubiquitin ligase MARCH6, leading to decreased ubiquitination and proteasomal degradation of SM. The IC50 values listed for inhibitors (NB-598, Terbinafine, etc.) are actually EC50 values for the up-regulation (stabilization) of the SM-luciferase reporter protein, as reported in Figure 1B, not direct measures of catalytic inhibition."
PMID32171154,reaction_1,"2-acetolactate + NADPH + H+ -> (2R)-2,3-dihydroxy-3-isovalerate + NADP+",Not specified,"The enzyme assay was used to determine Ki values for a series of synthesized inhibitors. The reaction was monitored by the conversion of NADPH to NADP+ at 340 nm. The assay used 0.6 mM 2-acetolactate as the substrate and 179 nM enzyme. The enzyme is bi-functional, acting as an isomerase and a reductase."
PMID32171656,reaction_1,Xylitol + NAD+ -> Xylulose + NADH + H+,Not specified,Strictly dependent on NAD+ and not NADP+. Activity is promoted by Mg2+ and NaCl (up to 400 mM). The enzyme has poor thermal stability despite a high optimum temperature. It is a Zn2+-containing metalloenzyme.
PMID32171656,reaction_2,Xylitol + NAD+ -> Xylulose + NADH + H+,Not specified,Strictly dependent on NAD+ and not NADP+. Activity is promoted by Mg2+. The enzyme has poor thermal stability. It is a Zn2+-containing metalloenzyme.
PMID32171656,reaction_3,Xylitol + NAD+ -> Xylulose + NADH + H+,Not specified,Control enzyme used for comparison. Strictly dependent on NAD+ and not NADP+. Activity is slightly inhibited by Mg2+. The enzyme has poor thermal stability. It is a Zn2+-containing metalloenzyme.
PMID32171790,reaction_1,n (R)-3-hydroxybutyryl-CoA -> (poly(3-hydroxybutyrate))n + n CoA,Not specified,The enzyme from crude cell extracts showed polymerization activity with (R)-3HB-CoA as substrate. This enzyme is proposed as a new Class V PHA synthase.
PMID32171790,reaction_2,n (R)-3-hydroxybutyryl-CoA -> (poly(3-hydroxybutyrate))n + n CoA,Not specified,Functional expression in a heterologous host confirmed the enzyme's activity in vivo.
PMID32171790,reaction_3,n (R)-3-hydroxybutyryl-CoA -> (poly(3-hydroxybutyrate))n + n CoA,Not specified,"Enzyme activity and PHA accumulation were lower at 30°C compared to 20°C, suggesting it is a cold-active enzyme."
PMID32171790,reaction_4,n (R)-3-hydroxybutyryl-CoA -> No reaction,Not specified,This enzyme was found to be non-functional under the tested conditions. No activity was detected in the in vitro assay and no PHA was accumulated in the in vivo experiment.
PMID32171906,reaction_1,2E-butenoyl-CoA + H2O <=> 3S-hydroxybutanoyl-CoA,Not specified,This is the 2E-enoyl-CoA hydratase (ECH) activity of the complex. Activity of the isolated EcTFE-α subunit is 13.8 ± 2.5 µmole mg-1 min-1. Preincubation with 5 mM ATP led to a 10-fold increase in specific activity. Preincubation with NAD+ slightly increased activity. Preincubation with ADP had no effect.
PMID32171906,reaction_2,3S-hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+,Not specified,This is the 3S-hydroxyacyl-CoA dehydrogenase (HAD) activity of the complex. Activity of the isolated EcTFE-α subunit is 1.8 ± 0.3 µmole mg-1 min-1. Preincubation with 5 mM ATP led to a 3-fold increase in specific activity. Preincubation with NAD+ slightly increased activity. Preincubation with ADP had no effect.
PMID32171906,reaction_3,Acetoacetyl-CoA + CoA <=> Acetyl-CoA + Acetyl-CoA,Not specified,This is the 3-ketoacyl-CoA thiolase (KAT) activity of the complex. The isolated EcTFE-β subunit is inactive. A reconstituted complex from purified subunits regained about 50% of the wild-type complex activity. The wild-type specific activity value is not provided in this text. Preincubation with NAD+ slightly increased activity.
PMID32171906,reaction_4,2E-decenoyl-CoA + H2O <=> 3S-hydroxydecanoyl-CoA,Not specified,"This substrate was experimentally tested with the αW87G mutant. Wild-type activity data is not provided in this text, but was used for comparison."
PMID32171906,reaction_5,3S-hydroxydecanoyl-CoA + NAD+ <=> 3-ketodecanoyl-CoA + NADH + H+,Not specified,"This substrate was experimentally tested with the αW87G mutant. Wild-type activity data is not provided in this text, but was used for comparison."
PMID32171906,reaction_6,2E-hexadecenoyl-CoA + H2O <=> 3S-hydroxyhexadecanoyl-CoA,Not specified,"This substrate was experimentally tested with the αW87G mutant. Wild-type activity data is not provided in this text, but was used for comparison."
PMID32171906,reaction_7,3S-hydroxyhexadecanoyl-CoA + NAD+ <=> 3-ketohexadecanoyl-CoA + NADH + H+,Not specified,"This substrate was experimentally tested with the αW87G mutant. Wild-type activity data is not provided in this text, but was used for comparison."
PMID32172349,reaction_1,Lactose + Fructose -> Lactobionic acid + Sorbitol,Not specified,"The study focuses on process optimization for lactobionic acid production using immobilized Z. mobilis cells. The biocatalyst was reused for 23 successive 24-hour batches, demonstrating high operational stability, which was improved by the continuous addition of 0.100 mol/L CaCl2 and rinsing the beads between batches. The process was successfully scaled up from a 0.2 L reaction volume to 3.0 L with statistically similar results. Storage stability was confirmed for up to 120 days, with cells immobilized without prior CTAB/glutaraldehyde pre-treatment showing better stability than treated cells."
PMID32175634,reaction_1,D-lactate + NAD+ <=> Pyruvate + NADH + H+,Yes,This reaction represents the activity of LhDLDH and its mutants with the natural cofactor NAD+. The engineering goal was to decrease the activity with NAD+.
PMID32175634,reaction_2,D-lactate + NCD+ <=> Pyruvate + NCDH + H+,Yes,"This reaction represents the activity of LhDLDH and its mutants with the non-natural cofactor NCD+. The engineering goal was to increase the activity with NCD+. Cofactor preference, defined as (kcat/Km)NCD/(kcat/Km)NAD, was increased up to 940-fold in mutant V152R/N213E compared to the wild-type enzyme."
PMID32175634,reaction_3,Pyruvate + NADH + H+ -> D-lactate + NAD+,Yes,"In vivo D-lactate production by resting E. coli cells expressing LhDLDH variants. The decreasing product yield in mutants correlates with their reduced activity with the host's natural cofactor, NADH."
PMID32178258,reaction_1,poly(C) + n GTP -> poly(C):poly(G) + n PPi,Not specified,The assay measured incorporation of [3H]GTP into a new strand using a poly(C) template. The enzyme was pre-incubated with inhibitors before the addition of the RNA template.
PMID32178258,reaction_2,endogenous viral RNA template + n NTPs -> new viral RNA + n PPi,Not specified,"The assay measured endogenous RNA synthesis within the isolated complex, detected by incorporation of [α-33P]CTP. Unlike the purified enzyme, the replication complex was inhibited by the quinolinecarboxamide compounds."
PMID32178974,reaction_1,Cholesterol + NADPH + H+ + O2 -> 24S-hydroxylcholesterol + NADP+ + H2O,No,"The enzyme used was a purified construct, d(2–50)CYP46A1-4His. The reaction was maintained for 30 minutes. The paper also reports 95% inhibitory activity of compound 1 at 1 µM concentration."
PMID32180104,reaction_1,"L-tryptophan + Dimethylallyl diphosphate -> 4-(3,3-dimethylallyl)-L-tryptophan + Diphosphate",Not specified,The wild-type enzyme also catalyzes prenylation of L-tryptophan with unnatural donors like methylallyl diphosphate (MAPP) and benzyl diphosphate (benzyl-PP). It accepted 24 out of 33 tested synthetic alkyl-PP analogues for alkylation of L-tryptophan and 7-hydroxy-indolocarbazole.
PMID32180104,reaction_2,Brevianamide F + Dimethylallyl diphosphate -> Regularly C3-prenylated brevianamide F + Reversely C2-prenylated brevianamide F + Diphosphate,Not specified,The wild-type enzyme is described as originally catalyzing C2 prenylation. It also accepts unnatural donors MAPP and 2-pen-PP with cyclic dipeptides.
PMID32180104,reaction_3,Indolactam V + Geranyl diphosphate -> Lyngbyatoxin A + Diphosphate,Not specified,Wild-type enzyme prefers GPP but also accepts DMAPP and FPP. The prenylation occurs at the C-7 position in a reverse fashion.
