literature_id,reaction_id,assay_type,assay_details,solvent_buffer,ph,ph_details,temperature_celsius,expression_host,expression_vector,expression_induction
PMID32201979,reaction_4,in vitro,Enzyme kinetics assay with purified recombinant protein. Severe substrate inhibition observed.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,E. coli B834 (DE3),pSBETa,"1 mM IPTG, 23°C, 21 hours"
PMID32201979,reaction_5,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32201979,reaction_6,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32201979,reaction_7,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32201979,reaction_8,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32201979,reaction_9,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32201979,reaction_10,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32201979,reaction_11,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32201979,reaction_12,in vitro,Substrate versatility assay.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,,,
PMID32203655,reaction_1,in vivo,Deracemization using recombinant resting whole cells of E. coli at gram scale (5.8 mmol).,50 mM NaPi buffer,7.5,,35.0,Escherichia coli BL21 (DE3),pET-28a,
PMID32203655,reaction_2,in vitro,Kinetic parameter determination using purified enzyme.,50 mM NaPi buffer,7.5,,45.0,Escherichia coli BL21 (DE3),pET-28a,
PMID32203655,reaction_3,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_4,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_5,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_6,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_7,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_8,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_9,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_10,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_11,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_12,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_13,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_14,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_15,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_16,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_17,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_18,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_19,in vivo,Deracemization using recombinant resting whole cells of E. coli at semipreparative scale (0.4 mmol).,50 mM NaPi buffer,7.5,,35.0,,,
PMID32203655,reaction_20,in vitro,Specific activity determination using purified enzyme.,50 mM NaPi buffer,7.5,,45.0,,,
PMID32203655,reaction_21,in vitro,Specific activity determination using purified enzyme.,50 mM NaPi buffer,7.5,,45.0,,,
PMID32203655,reaction_22,in vitro,Specific activity determination using purified enzyme.,50 mM NaPi buffer,7.5,,45.0,,,
PMID32204912,reaction_1,in vitro,LPEAT assay using microsomal protein from transfected CHO-K1 cells.,Not specified,,,,CHO-K1 cells,pCXN2.1,
PMID32204912,reaction_2,in vitro,LPEAT assay using microsomal protein from transfected CHO-K1 cells.,Not specified,,,,CHO-K1 cells,pCXN2.1,
PMID32204912,reaction_3,in vitro,LPCAT assay using microsomal protein from transfected CHO-K1 cells with 15 µM 22:6-CoA and 25 µM 16:0 LPC.,Not specified,,,,CHO-K1 cells,pCXN2.1,
PMID32204912,reaction_4,in vitro,LPGAT assay using microsomal protein from transfected CHO-K1 cells with 22:6-CoA.,Not specified,,,,CHO-K1 cells,pCXN2.1,
PMID32204912,reaction_5,in vitro,LPLAT assay using microsomal protein from transfected CHO-K1 cells with 22:6-CoA.,Not specified,,,,CHO-K1 cells,pCXN2.1,
PMID32204912,reaction_6,in vitro,LPEAT activity measured in microsomes isolated from Neuro 2A cells after siRNA-mediated knockdown to confirm endogenous enzyme function. Assay conditions were 25 µM 16:0 LPE and 15 µM 22:6-CoA.,Not specified,,,,Neuro 2A cells,,
PMID32205346,reaction_1,in vivo,"Phenotypic analysis of mutants in B. thailandensis, including determination of minimum inhibitory concentrations (MICs), growth rates, and killing curves (MDK99).",LB broth and LB agar,,Not specified,37.0,Burkholderia thailandensis strain E260,,
PMID32205453,reaction_1,in vitro,Enzyme activity measured in crude leaf extracts.,"50 mM potassium phosphate buffer (pH 7.0), 0.1 mM DHA, and 2.5 mM GSH",7.0,,4.0,Arabidopsis thaliana,,
PMID32205453,reaction_2,in vitro,Enzyme activity measured in crude leaf extracts.,"50 mM potassium phosphate buffer (pH 7.0), 1 mM ASC, and 0.2 mM NADH",7.0,,4.0,Arabidopsis thaliana,,
PMID32205454,reaction_1,in vitro,Enzyme activity assay with purified recombinant MBP-CEK1 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector,
PMID32205454,reaction_2,in vitro,Enzyme activity assay with purified recombinant MBP-CEK1 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector,
PMID32205454,reaction_3,in vitro,Enzyme activity assay with purified recombinant MBP-CEK2 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector (pJL103),
PMID32205454,reaction_4,in vitro,Enzyme activity assay with purified recombinant MBP-CEK2 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector (pJL103),
PMID32205454,reaction_5,in vitro,Enzyme activity assay with purified recombinant MBP-CEK3 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector (pJL104),
PMID32205454,reaction_6,in vitro,Enzyme activity assay with purified recombinant MBP-CEK3 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector (pJL104),
PMID32205454,reaction_7,in vitro,Enzyme activity assay with purified recombinant MBP-CEK4 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector (pJL105),
PMID32205454,reaction_8,in vitro,Enzyme activity assay with purified recombinant MBP-CEK4 protein. Product formation was detected using [g-32P]ATP.,,,,,Escherichia coli strain C41 (DE3),pMAL-c5x vector (pJL105),
PMID32206501,reaction_1,in vivo,Whole-cell bioconversion using recombinant E. coli strains.,"Bioconversion medium: (NH4)2SO4 5 g/L, KH2PO4 1.5 g/L, MgSO4·7H2O 1 g/L, FeSO4·7H2O 1 g/L, VC 5 mM, CaCl2 1 mM, glucose 54 g/L, α-KG 26.2 g/L, l-Ile 26.2 g/L, and IPTG 0.1 mM",7.0,,37.0,Escherichia coli BL21(DE3),pET-28a(+)-ido,0.1 mM IPTG
PMID32208897,reaction_1,in vivo,"Experiments were conducted in cultured human dental pulp cells (hDPCs). Enzyme activity was inferred from changes in H3K4me3 levels following shRNA-mediated knockdown of KDM5A, measured by Western blot and Chromatin Immunoprecipitation (ChIP)-PCR.","Mineralization medium (MM) containing DMEM supplemented with 5% FBS, 50 μg/L ascorbic acid, 10 mM β-glycerophosphate and 10^-7 M dexamethasone.",,Not specified in text.,37.0,human dental pulp cells (hDPCs) (endogenous expression),,
PMID32209662,reaction_1,in vitro,"Enzyme activity was quantified in vitro using homogenates from cultured cells or mouse tissues with a fluorescent substrate (1-O-pyrenedecyl-sn-glycero-3-phosphoethanolamine) and NADPH. Enzyme function was further confirmed by siRNA knockdown, in cellulo labeling experiments, and lipidomic analysis of CRISPR/Cas9 knockout cells and knockout mice.",Not specified in text (refers to previous work),,Not specified for in vitro assay. Cell culture was at physiological pH.,37.0,"HEK293T cells, HAP1 cells","pEGF-N1 (for GFP-fusion protein); other expression plasmids from Dharmacon or Origine, some with C-terminal 6x myc tags.",Transient transfection in mammalian cells using TurboFect or Turbofectin.
PMID32220614,reaction_1,in vivo,Whole-cell biocatalysis converting dethiobiotin (DTB) to biotin.,minimal media,,,,Escherichia coli BS1011,pBS412,Induced with 0 to 1 mM isopropyl-β-D-thiogalactoside (IPTG).
PMID32220614,reaction_2,in vivo,Whole-cell biocatalysis converting octanoic acid to free lipoic acid.,minimal media supplemented with octanoic acid,,,,Escherichia coli,inducible plasmid,Induced with 0 to 0.04 mM IPTG.
PMID32220614,reaction_3,in vivo,De novo biosynthesis of thiamine in an engineered E. coli strain.,minimal media,,,,Escherichia coli,plasmid with a strong constitutive promoter,Constitutive expression of the thiCEFSGH operon.
PMID32222467,reaction_1,in vitro,Colorimetric enzyme assay measuring DTT consumption with DTNB.,"10 mM MgCl2, 30 mM KCl, 25 mM Tris",8.0,,37.0,E. coli BL21 (DE3) LysS,pET16b,1 mM IPTG for 2h
PMID32222467,reaction_2,in vitro,Colorimetric enzyme assay measuring DTT consumption with DTNB.,"10 mM MgCl2, 30 mM KCl, 25 mM Tris",8.0,,37.0,E. coli BL21 (DE3) LysS,pET16b,1 mM IPTG for 2h
PMID32226297,reaction_1,in vitro,Enzyme inhibition assays for various compounds as cited in the review.,,,,,,,
PMID32226297,reaction_2,in vitro,Activity demonstrated in breast cancer cells.,,,,,,,
PMID32226807,reaction_1_aminopyrine_demethylation,in vitro,Inhibition assay using rat liver microsomes (RLM) by measuring formaldehyde production.,"50 mM Tris-HCl buffer (pH 7.4) supplemented with 150 mM KCI and 10 mM MgCl2, 1% acetonitrile, 0.8 mg/ml Tween 80",7.4,,37.0,,,
PMID32226807,reaction_A1_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A1_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A3_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A3_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A4_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A4_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A5_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A5_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A6_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_A6_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E1_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E1_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E2_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E3_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E3_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E4_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E4_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E5_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_E5_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_C1_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_C1_hydrolysis_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM) without NADPH-regenerating system.,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_C1_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_C1_hydrolysis_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM) without NADPH-regenerating system.,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_T1_metabolism_RLM,in vitro,Metabolic stability assay in rat liver microsomes (RLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32226807,reaction_T1_metabolism_HLM,in vitro,Metabolic stability assay in human liver microsomes (HLM).,50 mM TRIS-HCl buffer (pH 7.4) containing 3.3 mM MgCl2,7.4,,37.0,,,
PMID32229210,reaction_1,in vitro,Standard polymerase assay with Cy3-labeled primed DNA substrate (p22/t59).,"20 mM Tris-HCl pH 8.0, 2 mM DTT, 100 μg/mL BSA, 2 mM MgCl2, and 200 μM dNTPs",8.0,,65.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32229210,reaction_2,in vitro,3'–5' exonuclease assay with Cy3-labeled ssDNA.,"20 mM Tris-HCl pH 8.0, 2 mM DTT, 100 μg/mL BSA, and 2 mM MgCl2",8.0,,65.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32229210,reaction_3,in vitro,Mismatch extension assay with an A/G mismatch at the primer 3' end.,"20 mM Tris-HCl pH 8.0, 2 mM DTT, 100 μg/mL BSA, 2 mM MgCl2, and 200 μM dNTPs",8.0,,65.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32229210,reaction_4,in vitro,Mismatch extension assay with a G/G mismatch at the primer 3' end.,"20 mM Tris-HCl pH 8.0, 2 mM DTT, 100 μg/mL BSA, 2 mM MgCl2, and 200 μM dNTPs",8.0,,65.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32229210,reaction_5,in vitro,Mismatch extension assay with a T/G mismatch at the primer 3' end.,"20 mM Tris-HCl pH 8.0, 2 mM DTT, 100 μg/mL BSA, 2 mM MgCl2, and 200 μM dNTPs",8.0,,65.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32229210,reaction_6,in vitro,Uracil bypass assay using a template containing a uracil base.,"20 mM Tris-HCl pH 8.0, 2 mM DTT, 100 μg/mL BSA, 2 mM MgCl2, and 200 μM dNTPs",8.0,,65.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32229210,reaction_7,in vitro,AP site bypass assay using a template containing an apurinic/apyrimidinic site.,"20 mM Tris-HCl pH 8.0, 2 mM DTT, 100 μg/mL BSA, 2 mM MgCl2, and 200 μM dNTPs",8.0,,65.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32229210,reaction_8,in vitro,Routine PCR amplification,"50 mM Tris-Cl pH 8.0, 0.1 mg/ml BSA, 5 mM Mg2+, 50 mM NaCl",8.0,,72.0,Escherichia coli BL21 (DE3) RIL,pET-30a(+),0.8 mM IPTG for 12 h at room temperature
PMID32230972,reaction_1,in vitro,Biotransformation with purified recombinant enzyme,100 mM sodium acetate buffer,3.5,,25.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_2,in vitro,Biotransformation with purified recombinant enzyme,100 mM sodium acetate buffer,3.5,,25.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_3,in vitro,Biotransformation with purified recombinant enzyme,100 mM sodium acetate buffer,3.5,,25.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_4,in vitro,Photometric enzyme activity assay,100 mM sodium acetate buffer,3.5,Optimal pH,40.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_5,in vitro,Manganese peroxidase activity assay,100 mM malonate buffer,3.5,,30.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_6,in vitro,Carotene degradation assay,100 mM sodium acetate buffer,3.5,,40.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_7,in vitro,Carotene degradation assay,100 mM sodium acetate buffer,3.5,,40.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_8,in vitro,Decolorization assay,100 mM sodium acetate buffer,3.5,,40.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32230972,reaction_9,in vitro,Decolorization assay,100 mM sodium acetate buffer,3.5,,40.0,Komagataella pfaﬃi GS115,pPIC9,daily addition of 1% (v/v) methanol
PMID32233056,reaction_1,in vitro,"Assay performed with purified, N-terminally GST-tagged IboH. A whole-cell assay using live E. coli expressing GST-iboH was also performed for product isolation.",,,,,Escherichia coli,,
PMID32233071,reaction_1,in vivo,Whole-cell biocatalysis using engineered Pseudomonas putida S12 (strain P. putida_Ohec) expressing HMFO.,"Mineral medium (5.23 g/L K2HPO4, 2.46 g/L NaH2PO4, 0.8 g/L NH4Cl, 0.2 g/L Na2SO4, 0.14 g/L MgCl2, 0.04 g/L EDTA, 0.015 g/L FeSO4·7H2O, and trace metals) with 50 mM glycerol as carbon source.",8.0,"Optimal pH for FDCA production by the whole-cell biocatalyst, determined from testing a range of pH 6 to 9.",35.0,Pseudomonas putida S12 (ATCC 700801),pHECHMFO,Constitutive expression from the strong constitutive HCE promoter.
PMID32234590,reaction_1,in vivo,Production of 3-HP in engineered Pseudomonas denitrificans strains under growing and non-growing conditions.,"Growing cells: Modified M9 medium (8 g/L sodium acetate, 1 g/L yeast extract, 1 g/L NH4Cl, 1 g/L NaCl, 0.25 g/L MgSO4) with 100 mM potassium phosphate buffer. Non-growing cells: 100 mM potassium phosphate buffer with 10 g/L sodium acetate.",7.0,,37.0,Pseudomonas denitrificans ZAP01,pUCPK-AM,Expression driven by native constitutive promoter PNP1.
